,Variety,Country,Province,Region,Subregion,count,geo_normalized
6209,Syrah,Chile,CuricÃ³ Valley,none,none,6,"Curico Valley, Central Valley, Chile"
6210,Syrah,Chile,Elqui Valley,none,none,21,"Elqui Valley, Coquimbo, Chile"
6211,Syrah,Chile,Leyda Valley,none,none,13,"San Antonio, Aconcagua Region, Chile"
6212,Syrah,Chile,LimarÃ­ Valley,none,none,32,"Limari Valley, Coquimbo Region, Chile"
6213,Syrah,Chile,Lolol Valley,none,none,3,"Colchagua Valley, Central Valley, Chile"
6215,Syrah,Chile,LontuÃ© Valley,none,none,5,"Curico Valley, Central Valley, Chile"
6216,Syrah,Chile,Maipo Valley,none,none,67,"Maipo Valley, Central Valley, Chile"
6218,Syrah,Chile,Marchigue,none,none,14,"Colchagua Valley, Central Valley, Chile"
6219,Syrah,Chile,Maule Valley,none,none,29,"Maule Valley, Central Valley, Chile"
6220,Syrah,Chile,Peumo,none,none,6,"Cachapoal Valley, Central Valley, Chile"
6221,Syrah,Chile,Rapel Valley,none,none,15,"Rapel Valley, Central Valley, Chile"
6223,Syrah,Chile,San Antonio,none,none,21,"San Antonio Valley, Aconcagua, Chile"
6227,Syrah,France,France Other,Vin de France,none,7,
6229,Syrah,France,France Other,Vin de Pays de la MÃ©diterranÃ©e,none,2,
6231,Syrah,France,Languedoc-Roussillon,Coteaux du Languedoc,none,2,"Coteaux de Languedoc, Languedoc-Roussillon, France"
6233,Syrah,France,Languedoc-Roussillon,FaugÃ¨res,none,2,"Coteaux de Languedoc, Languedoc-Roussillon, France"
6234,Syrah,France,Languedoc-Roussillon,Languedoc,none,3,"Languedoc, Languedoc-Roussillon, France"
6235,Syrah,France,Languedoc-Roussillon,Minervois,none,4,"Languedoc, Languedoc-Roussillon, France"
6236,Syrah,France,Languedoc-Roussillon,Minervois La Liviniere,none,4,"Languedoc, Languedoc-Roussillon, France"
6237,Syrah,France,Languedoc-Roussillon,Pays d'Oc,none,4,
6239,Syrah,France,Languedoc-Roussillon,Vin de Pays d'Oc,none,41,
6240,Syrah,France,Languedoc-Roussillon,Vin de Pays de L'Aude,none,2,"Languedoc, Languedoc-Roussillon, France"
6242,Syrah,France,Languedoc-Roussillon,Vin de Pays des CÃ´tes de Thau,none,3,"Coteaux de Languedoc, Languedoc-Roussillon, France"
6243,Syrah,France,Provence,Vin de Pays Var,none,2,"Provence, France"
6244,Syrah,France,RhÃ´ne Valley,Collines RhÃ´daniennes,none,5,"Northern Rhone, Rhone Valley, France"
6245,Syrah,France,RhÃ´ne Valley,Cornas,none,82,"Northern Rhone, Rhone Valley, France"
6246,Syrah,France,RhÃ´ne Valley,CostiÃ¨res de NÃ®mes,none,12,"Southern Rhone, Rhone Valley, France"
6247,Syrah,France,RhÃ´ne Valley,Crozes-Hermitage,none,132,"Northern Rhone, Rhone Valley, France"
6248,Syrah,France,RhÃ´ne Valley,CÃ´te RÃ´tie,none,64,"Northern Rhone, Rhone Valley, France"
6249,Syrah,France,RhÃ´ne Valley,CÃ´tes du RhÃ´ne,none,12,"Southern Rhone, Rhone Valley, France"
6251,Syrah,France,RhÃ´ne Valley,CÃ´tes du RhÃ´ne Villages,none,3,"Southern Rhone, Rhone Valley, France"
6252,Syrah,France,RhÃ´ne Valley,Hermitage,none,67,"Northern Rhone, Rhone Valley, France"
6253,Syrah,France,RhÃ´ne Valley,Luberon,none,2,"Southern Rhone, Rhone Valley, France"
6254,Syrah,France,RhÃ´ne Valley,Saint-Joseph,none,111,"Northern Rhone, Rhone Valley, France"
6255,Syrah,France,RhÃ´ne Valley,Vin de Pays des Collines Rhodaniennes,none,2,"Northern Rhone, Rhone Valley, France"
6258,Syrah,France,Southwest France,Vin de Pays du ComtÃ© Tolosan,none,2,"Southwest France, France"
6261,Syrah,Greece,Drama,none,none,2,"Macedonia, Greece"
6264,Syrah,Greece,Greece,none,none,3,
6268,Syrah,Hungary,Eger,none,none,3,"Eger, Hungary"
6269,Syrah,India,Nashik,none,none,6,"Nashik, India"
6271,Syrah,Israel,Galilee,none,none,57,"Galilee, Israel"
6272,Syrah,Israel,Israel,none,none,2,
6273,Syrah,Israel,Judean Hills,none,none,13,"Judea, Israel"
6275,Syrah,Israel,Upper Galilee,none,none,6,"Galilee, Israel"
6279,Syrah,Italy,Sicily & Sardinia,Sicilia,none,22,"Sicily, Southern Italy, Italy"
6283,Syrah,Italy,Tuscany,Colli della Toscana Centrale,none,2,"Tuscany, Central Italy, Italy"
6284,Syrah,Italy,Tuscany,Cortona,none,19,"Tuscany, Central Italy, Italy"
6285,Syrah,Italy,Tuscany,Costa Toscana,none,2,"Tuscany, Central Italy, Italy"
6286,Syrah,Italy,Tuscany,Maremma Toscana,none,6,"Tuscany, Central Italy, Italy"
6287,Syrah,Italy,Tuscany,Sant'Antimo,none,3,"Tuscany, Central Italy, Italy"
6288,Syrah,Italy,Tuscany,Toscana,none,25,"Tuscany, Central Italy, Italy"
6291,Syrah,Mexico,Valle de Guadalupe,none,none,4,"Valle de Guadalupe, Mexico"
6293,Syrah,Morocco,Zenata,none,none,4,"Zenata, Morocco"
6294,Syrah,New Zealand,Hawke's Bay,none,none,79,"Hawke's Bay, New Zealand"
6295,Syrah,New Zealand,Marlborough,none,none,2,"Marlborough, New Zealand"
6296,Syrah,New Zealand,Martinborough,none,none,5,"Wairarapa, New Zealand"
6298,Syrah,New Zealand,Waiheke Island,none,none,4,"Auckland, New Zealand"
6299,Syrah,New Zealand,Wairarapa,none,none,2,"Wairarapa, New Zealand"
6301,Syrah,Portugal,Alentejano,none,none,44,"Alentejo, Portugal"
6304,Syrah,Portugal,Duriense,none,none,6,"Douro Valley, Portugal"
6305,Syrah,Portugal,Estremadura,none,none,3,"Lisboa, Portugal"
6306,Syrah,Portugal,Lisboa,none,none,10,"Lisboa, Portugal"
6307,Syrah,Portugal,PenÃ­nsula de SetÃºbal,none,none,4,"Setubal, Portugal"
6308,Syrah,Portugal,Tejo,none,none,21,"Tejo, Portugal"
6309,Syrah,Portugal,Terras do Sado,none,none,3,"Setubal, Portugal"
6315,Syrah,South Africa,Cederberg,none,none,5,"Cederberg, South Africa"
6316,Syrah,South Africa,Coastal Region,none,none,52,"Coastal Region, South Africa"
6317,Syrah,South Africa,Constantia,none,none,5,"Coastal Region, South Africa"
6318,Syrah,South Africa,Durbanville,none,none,3,"Coastal Region, South Africa"
6319,Syrah,South Africa,Elgin,none,none,4,"Cape South Coast, South Africa"
6321,Syrah,South Africa,Franschhoek,none,none,4,"Coastal Region, South Africa"
6322,Syrah,South Africa,Groenekloof,none,none,2,"Johannesburg, South Africa"
6323,Syrah,South Africa,Jonkershoek Valley,none,none,6,"Coastal Region, South Africa"
6327,Syrah,South Africa,Paarl,none,none,11,"Coastal Region, South Africa"
6328,Syrah,South Africa,Robertson,none,none,27,Breede River Valley
6329,Syrah,South Africa,Simonsberg-Paarl,none,none,2,"Coastal Region, South Africa"
6331,Syrah,South Africa,South Africa,none,none,2,
6332,Syrah,South Africa,Stellenbosch,none,none,84,"Coastal Region, South Africa"
6333,Syrah,South Africa,Swartland,none,none,25,"Coastal Region, South Africa"
6335,Syrah,South Africa,Tulbagh,none,none,9,"Coastal Region, South Africa"
6336,Syrah,South Africa,Walker Bay,none,none,4,"Cape South Coast, South Africa"
6337,Syrah,South Africa,Wellington,none,none,4,"Coastal Region, South Africa"
6338,Syrah,South Africa,Western Cape,none,none,60,
6339,Syrah,Spain,Catalonia,Alella,none,3,"Catalunya, Northeast Spain, Spain"
6340,Syrah,Spain,Catalonia,Catalunya,none,2,"Catalunya, Northeast Spain, Spain"
6342,Syrah,Spain,Catalonia,Montsant,none,2,"Catalunya, Northeast Spain, Spain"
6344,Syrah,Spain,Catalonia,Priorat,none,2,"Catalunya, Northeast Spain, Spain"
6346,Syrah,Spain,Central Spain,Dominio de Valdepusa,none,8,"Castilla-La Mancha, Central Spain, Spain"
6347,Syrah,Spain,Central Spain,La Mancha,none,2,"Castilla-La Mancha, Central Spain, Spain"
6348,Syrah,Spain,Central Spain,Mentrida,none,2,"Castilla-La Mancha, Central Spain, Spain"
6349,Syrah,Spain,Central Spain,Tierra Manchuela,none,2,"Castilla-La Mancha, Central Spain, Spain"
6351,Syrah,Spain,Central Spain,Vino de la Tierra de Castilla,none,16,"Castilla-La Mancha, Central Spain, Spain"
6353,Syrah,Spain,Levante,Jumilla,none,5,"Murcia, Northeast Spain, Spain"
6356,Syrah,Spain,Northern Spain,Campo de Borja,none,4,"Aragon, Northeast Spain, Spain"
6357,Syrah,Spain,Northern Spain,CariÃ±ena,none,2,"Aragon, Northeast Spain, Spain"
6358,Syrah,Spain,Northern Spain,Navarra,none,3,"Navarra, Northeast Spain, Spain"
6359,Syrah,Spain,Northern Spain,Somontano,none,2,"Aragon, Northeast Spain, Spain"
6360,Syrah,Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,15,"Castilla and Leon, Northwest Spain, Spain"
6362,Syrah,Turkey,Aegean,none,none,3,"Aegean Region, Turkey"
6364,Syrah,US,America,none,none,2,
6365,Syrah,US,California,California Other,California,36,
6366,Syrah,US,California,Central Coast,Adelaida District,13,"Paso Robles, Central Coast, California, USA"
6367,Syrah,US,California,Central Coast,Arroyo Grande Valley,2,"San Luis Obispo, Central Coast, California, USA"
6368,Syrah,US,California,Central Coast,Arroyo Seco,7,"San Luis Obispo, Central Coast, California, USA"
6369,Syrah,US,California,Central Coast,Ballard Canyon,62,"Santa Barbara, Central Coast, California, USA"
6370,Syrah,US,California,Central Coast,Carmel Valley,3,"Monterey, Central Coast, California, USA"
6371,Syrah,US,California,Central Coast,Central Coast,32,
6372,Syrah,US,California,Central Coast,Chalone,4,"Monterey, Central Coast, California, USA"
6373,Syrah,US,California,Central Coast,Edna Valley,22,"San Luis Obispo, Central Coast, California, USA"
6374,Syrah,US,California,Central Coast,Happy Canyon of Santa Barbara,5,"Santa Barbara, Central Coast, California, USA"
6375,Syrah,US,California,Central Coast,Livermore Valley,27,"San Francisco Bay, Central Coast, California, USA"
6376,Syrah,US,California,Central Coast,Los Olivos District,8,"Santa Barbara, Central Coast, California, USA"
6377,Syrah,US,California,Central Coast,Monterey,11,"Monterey, Central Coast, California, USA"
6378,Syrah,US,California,Central Coast,Monterey County,11,"Monterey, Central Coast, California, USA"
6379,Syrah,US,California,Central Coast,Paso Robles,104,"Paso Robles, Central Coast, California, USA"
6380,Syrah,US,California,Central Coast,Paso Robles Willow Creek District,15,"Paso Robles, Central Coast, California, USA"
6383,Syrah,US,California,Central Coast,San Luis Obispo County,11,"San Luis Obispo, Central Coast, California, USA"
6384,Syrah,US,California,Central Coast,Santa Barbara,2,"Santa Barbara, Central Coast, California, USA"
6385,Syrah,US,California,Central Coast,Santa Barbara County,168,"Santa Barbara, Central Coast, California, USA"
6386,Syrah,US,California,Central Coast,Santa Clara Valley,14,"San Francisco Bay, Central Coast, California, USA"
6388,Syrah,US,California,Central Coast,Santa Cruz Mountains,33,"San Francisco Bay, Central Coast, California, USA"
6389,Syrah,US,California,Central Coast,Santa Lucia Highlands,32,"Monterey, Central Coast, California, USA"
6390,Syrah,US,California,Central Coast,Santa Maria Valley,43,"Santa Barbara, Central Coast, California, USA"
6391,Syrah,US,California,Central Coast,Santa Ynez Valley,106,"Santa Barbara, Central Coast, California, USA"
6392,Syrah,US,California,Central Coast,Sta. Rita Hills,43,"Santa Barbara, Central Coast, California, USA"
6393,Syrah,US,California,Central Coast,Templeton Gap District,5,"Paso Robles, Central Coast, California, USA"
6394,Syrah,US,California,Central Coast,York Mountain,2,"San Luis Obispo, Central Coast, California, USA"
6395,Syrah,US,California,Central Valley,Clements Hills,2,"Inland Valleys, California, USA"
6396,Syrah,US,California,Central Valley,Dunnigan Hills,8,"Inland Valleys, California, USA"
6397,Syrah,US,California,Central Valley,Lodi,30,"Inland Valleys, California, USA"
6403,Syrah,US,California,Lake County,Lake County,9,"Clear Lake, North Coast, California"
6404,Syrah,US,California,Lake County,Red Hills,7,"Clear Lake, North Coast, California"
6406,Syrah,US,California,Mendocino County,Anderson Valley,2,"Mendocino, North Coast, California, USA"
6408,Syrah,US,California,Mendocino County,Mendocino,11,"Mendocino, North Coast, California, USA"
6409,Syrah,US,California,Mendocino County,Mendocino County,11,"Mendocino, North Coast, California, USA"
6410,Syrah,US,California,Mendocino County,Mendocino Ridge,10,"Mendocino, North Coast, California, USA"
6411,Syrah,US,California,Mendocino County,Redwood Valley,2,"Mendocino, North Coast, California, USA"
6412,Syrah,US,California,Napa,Atlas Peak,3,"Napa Valley, North Coast, California, USA"
6413,Syrah,US,California,Napa,Mount Veeder,5,"Napa Valley, North Coast, California, USA"
6414,Syrah,US,California,Napa,Napa Valley,47,"Napa Valley, North Coast, California, USA"
6415,Syrah,US,California,Napa,Oak Knoll District,3,"Napa Valley, North Coast, California, USA"
6416,Syrah,US,California,Napa,Oakville,2,"Napa Valley, North Coast, California, USA"
6417,Syrah,US,California,Napa,Spring Mountain District,2,"Napa Valley, North Coast, California, USA"
6418,Syrah,US,California,Napa,St. Helena,2,"Napa Valley, North Coast, California, USA"
6420,Syrah,US,California,Napa-Sonoma,Carneros,15,"Napa-Sonoma, North Coast, California, USA"
6421,Syrah,US,California,Napa-Sonoma,Los Carneros,7,"Napa-Sonoma, North Coast, California, USA"
6423,Syrah,US,California,North Coast,Humboldt County,3,"Humboldt County, North Coast, California, USA"
6424,Syrah,US,California,North Coast,North Coast,3,
6425,Syrah,US,California,North Coast,Solano County,6,"Solano County, North Coast, California, USA"
6426,Syrah,US,California,North Coast,Solano County Green Valley,2,"Solano County, North Coast, California, USA"
6427,Syrah,US,California,North Coast,Suisun Valley,3,"Napa Valley, North Coast, California, USA"
6429,Syrah,US,California,North Coast,Yorkville Highlands,11,"Mendocino, North Coast, California, USA"
6430,Syrah,US,California,Sierra Foothills,Amador County,18,"Sierra Foothills, California, USA"
6431,Syrah,US,California,Sierra Foothills,Calaveras County,9,"Sierra Foothills, California, USA"
6432,Syrah,US,California,Sierra Foothills,El Dorado,27,"Sierra Foothills, California, USA"
6434,Syrah,US,California,Sierra Foothills,Fair Play,6,"Sierra Foothills, California, USA"
6435,Syrah,US,California,Sierra Foothills,Fiddletown,8,"Sierra Foothills, California, USA"
6436,Syrah,US,California,Sierra Foothills,Nevada County,2,"Sierra Foothills, California, USA"
6438,Syrah,US,California,Sierra Foothills,Shenandoah Valley (CA),16,"Sierra Foothills, California, USA"
6439,Syrah,US,California,Sierra Foothills,Sierra Foothills,60,"Sierra Foothills, California, USA"
6440,Syrah,US,California,Sonoma,Alexander Valley,4,"Sonoma Valley, North Coast, California, USA"
6441,Syrah,US,California,Sonoma,Bennett Valley,18,"Sonoma Valley, North Coast, California, USA"
6443,Syrah,US,California,Sonoma,Dry Creek Valley,20,"Sonoma Valley, North Coast, California, USA"
6444,Syrah,US,California,Sonoma,Fort Ross-Seaview,4,"Sonoma Valley, North Coast, California, USA"
6446,Syrah,US,California,Sonoma,Knights Valley,8,"Sonoma Valley, North Coast, California, USA"
6448,Syrah,US,California,Sonoma,Petaluma Gap,3,"Sonoma Valley, North Coast, California, USA"
6449,Syrah,US,California,Sonoma,Rockpile,3,"Sonoma Valley, North Coast, California, USA"
6450,Syrah,US,California,Sonoma,Russian River Valley,66,"Sonoma Valley, North Coast, California, USA"
6451,Syrah,US,California,Sonoma,Sonoma Coast,39,"Sonoma Valley, North Coast, California, USA"
6452,Syrah,US,California,Sonoma,Sonoma County,30,"Sonoma Valley, North Coast, California, USA"
6453,Syrah,US,California,Sonoma,Sonoma Mountain,5,"Sonoma Valley, North Coast, California, USA"
6454,Syrah,US,California,Sonoma,Sonoma Valley,22,"Sonoma Valley, North Coast, California, USA"
6456,Syrah,US,California,South Coast,Los Angeles County,4,"South Coast, California, USA"
6458,Syrah,US,California,South Coast,San Diego County,2,"South Coast, California, USA"
6459,Syrah,US,California,South Coast,Sierra Pelona Valley,2,"South Coast, California, USA"
6460,Syrah,US,California,South Coast,South Coast,6,"South Coast, California, USA"
6461,Syrah,US,California,South Coast,Temecula Valley,45,"South Coast, California, USA"
6463,Syrah,US,Colorado,Colorado,none,5,"Colorado, USA"
6464,Syrah,US,Colorado,Grand Valley,none,8,"Colorado, USA"
6466,Syrah,US,Idaho,Idaho,none,3,"Idaho, USA"
6468,Syrah,US,Idaho,none,none,26,"Idaho, USA"
6472,Syrah,US,New Mexico,New Mexico,none,2,"New Mexico, USA"
6473,Syrah,US,New York,Finger Lakes,Finger Lakes,8,"Finger Lakes, New York, USA"
6475,Syrah,US,New York,Long Island,North Fork of Long Island,11,"Long Island, New York, USA"
6476,Syrah,US,New York,New York Other,New York,2,
6479,Syrah,US,Oregon,Oregon Other,Columbia Gorge (OR),3,"Columbia Valley, Oregon, USA"
6480,Syrah,US,Oregon,Oregon Other,Columbia Valley (OR),12,"Columbia Valley, Oregon, USA"
6481,Syrah,US,Oregon,Oregon Other,Oregon,18,
6482,Syrah,US,Oregon,Oregon Other,Walla Walla Valley (OR),56,"Columbia Valley, Oregon, USA"
6483,Syrah,US,Oregon,Southern Oregon,Applegate Valley,41,"Southern Oregon, Oregon, USA"
6484,Syrah,US,Oregon,Southern Oregon,Rogue Valley,77,"Southern Oregon, Oregon, USA"
6485,Syrah,US,Oregon,Southern Oregon,Southern Oregon,22,"Southern Oregon, Oregon, USA"
6486,Syrah,US,Oregon,Southern Oregon,Umpqua Valley,33,"Southern Oregon, Oregon, USA"
6487,Syrah,US,Oregon,Willamette Valley,Chehalem Mountains,3,"Willamette Valley, Oregon, USA"
6489,Syrah,US,Oregon,Willamette Valley,Willamette Valley,11,"Willamette Valley, Oregon, USA"
6490,Syrah,US,Oregon,Willamette Valley,Yamhill County,2,"Willamette Valley, Oregon, USA"
6495,Syrah,US,Virginia,Virginia,none,4,"Virginia, USA"
6496,Syrah,US,Washington,Columbia Valley,Columbia Valley (WA),751,"Columbia Valley, Washington, USA"
6497,Syrah,US,Washington,Columbia Valley,Columbia Valley-Walla Walla Valley,3,"Columbia Valley, Washington, USA"
6498,Syrah,US,Washington,Columbia Valley,Horse Heaven Hills,92,"Columbia Valley, Washington, USA"
6499,Syrah,US,Washington,Columbia Valley,Lake Chelan,16,"Columbia Valley, Washington, USA"
6501,Syrah,US,Washington,Columbia Valley,Rattlesnake Hills,13,"Columbia Valley, Washington, USA"
6502,Syrah,US,Washington,Columbia Valley,Red Mountain,183,"Columbia Valley, Washington, USA"
6503,Syrah,US,Washington,Columbia Valley,Snipes Mountain,12,"Columbia Valley, Washington, USA"
6504,Syrah,US,Washington,Columbia Valley,Wahluke Slope,107,"Columbia Valley, Washington, USA"
6505,Syrah,US,Washington,Columbia Valley,Walla Walla Valley (WA),483,"Columbia Valley, Washington, USA"
6506,Syrah,US,Washington,Columbia Valley,Yakima Valley,329,"Columbia Valley, Washington, USA"
6507,Syrah,US,Washington,Washington Other,Columbia Gorge (WA),6,"Columbia Valley, Washington, USA"
6508,Syrah,US,Washington,Washington Other,Washington,85,
6510,"Syrah-Bonarda, Red Blends",Argentina,Mendoza Province,Mendoza,none,2,"Mendoza, Argentina"
6515,"Syrah-Cabernet Sauvignon, Red Blends",Chile,Central Valley,none,none,2,
6516,"Syrah-Cabernet Sauvignon, Red Blends",Chile,Colchagua Valley,none,none,3,"Colchagua Valley, Central Valley, Chile"
6517,"Syrah-Cabernet Sauvignon, Red Blends",Chile,CuricÃ³ Valley,none,none,2,"Curico Valley, Central Valley, Chile"
6518,"Syrah-Cabernet Sauvignon, Red Blends",Lebanon,Lebanon,none,none,2,
6520,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Adelaida District,2,"Paso Robles, Central Coast, California, USA"
6522,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Monterey,2,"Monterey, Central Coast, California, USA"
6525,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Paso Robles,3,"Paso Robles, Central Coast, California, USA"
6527,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Santa Barbara County,7,"Santa Barbara, Central Coast, California, USA"
6528,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Santa Cruz Mountains,2,"San Francisco Bay, Central Coast, California, USA"
6529,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Napa,Napa Valley,2,"Napa Valley, North Coast, California, USA"
6532,"Syrah-Cabernet Sauvignon, Red Blends",US,Washington,Columbia Valley,Columbia Valley (WA),4,"Columbia Valley, Washington, USA"
6533,"Syrah-Cabernet Sauvignon, Red Blends",US,Washington,Columbia Valley,Red Mountain,7,"Columbia Valley, Washington, USA"
6537,"Syrah-Cabernet, Red Blends",Chile,Colchagua Valley,none,none,5,"Colchagua Valley, Central Valley, Chile"
6538,"Syrah-Cabernet, Red Blends",Chile,CuricÃ³ Valley,none,none,2,"Curico Valley, Central Valley, Chile"
6539,"Syrah-Cabernet, Red Blends",Chile,Maipo Valley,none,none,8,"Maipo Valley, Central Valley, Chile"
6549,"Syrah-Cabernet, Red Blends",US,Washington,Columbia Valley,Red Mountain,3,"Columbia Valley, Washington, USA"
6553,"Syrah-Grenache-Viognier, Red Blends",Chile,Cachapoal Valley,none,none,2,"Cachapoal Valley, Central Valley, Chile"
6566,"Syrah-MourvÃ¨dre, Red Blends",France,Languedoc-Roussillon,Saint-Chinian,none,2,"Coteaux de Languedoc, Languedoc-Roussillon, France"
6568,"Syrah-MourvÃ¨dre, Red Blends",France,RhÃ´ne Valley,Ventoux,none,2,"Southern Rhone, Rhone Valley, France"
6569,"Syrah-MourvÃ¨dre, Red Blends",Israel,Galilee,none,none,5,"Galilee, Israel"
6572,"Syrah-MourvÃ¨dre, Red Blends",US,California,Central Coast,Paso Robles,3,"Paso Robles, Central Coast, California, USA"
6574,"Syrah-MourvÃ¨dre, Red Blends",US,Idaho,none,none,4,"Idaho, USA"
6576,"Syrah-MourvÃ¨dre, Red Blends",US,Washington,Columbia Valley,Naches Heights,2,"Columbia Valley, Washington, USA"
6581,"Syrah-Petite Sirah, Red Blends",US,California,Central Coast,Santa Ynez Valley,7,"Santa Barbara, Central Coast, California, USA"
6583,"Syrah-Petite Sirah, Red Blends",US,California,Napa,Napa Valley,7,"Napa Valley, North Coast, California, USA"
6584,"Syrah-Petite Sirah, Red Blends",US,California,Sonoma,Dry Creek Valley,2,"Sonoma Valley, North Coast, California, USA"
6585,"Syrah-Petite Sirah, Red Blends",US,Washington,Columbia Valley,Columbia Valley (WA),3,"Columbia Valley, Washington, USA"
6586,"Syrah-Petite Sirah, Red Blends",US,Washington,Columbia Valley,Red Mountain,5,"Columbia Valley, Washington, USA"
6592,Syrah-Viognier,Argentina,Mendoza Province,Mendoza,none,3,"Mendoza, Argentina"
6596,Syrah-Viognier,France,RhÃ´ne Valley,CÃ´te RÃ´tie,none,5,"Northern Rhone, Rhone Valley, France"
6599,Syrah-Viognier,South Africa,Coastal Region,none,none,2,"Coastal Region, South Africa"
6601,Syrah-Viognier,US,California,Sierra Foothills,Calaveras County,2,"Sierra Foothills, California, USA"
6604,Syrah-Viognier,US,California,Sonoma,Sonoma Coast,2,"Sonoma Valley, North Coast, California, USA"
6608,"Tannat-Cabernet Franc, Red Blends",France,Southwest France,Madiran,none,21,"Southwest France, France"
6611,"Tannat-Cabernet, Red Blends",France,Southwest France,Madiran,none,47,"Southwest France, France"
6616,"Tannat-Merlot, Red Blends",France,Southwest France,CÃ´tes de Gascogne,none,5,"Southwest France, France"
6618,"Tannat-Merlot, Red Blends",Uruguay,Canelones,none,none,4,"Canelones, Uruguay"
6620,"Tannat-Merlot, Red Blends",Uruguay,Progreso,none,none,2,"Canelones, Uruguay"
6621,"Tannat-Syrah, Red Blends",France,France Other,Vin de France,none,2,
6627,Tempranillo,Argentina,Mendoza Province,La Consulta,none,3,"Mendoza, Argentina"
6629,Tempranillo,Argentina,Mendoza Province,Mendoza,none,44,"Mendoza, Argentina"
6630,Tempranillo,Argentina,Mendoza Province,Uco Valley,none,6,"Mendoza, Argentina"
6632,Tempranillo,Australia,South Australia,McLaren Vale,none,2,"South Australia, Australia"
6637,Tempranillo,Chile,Colchagua Valley,none,none,2,"Colchagua Valley, Central Valley, Chile"
6640,Tempranillo,Italy,Tuscany,Toscana,none,6,"Tuscany, Central Italy, Italy"
6642,Tempranillo,Mexico,Valle de Guadalupe,none,none,3,"Valle de Guadalupe, Mexico"
6645,Tempranillo,Spain,Andalucia,Vino de la Tierra Contraviesa Alpujarra,none,2,"Andalucia, Southern Spain, Spain"
6646,Tempranillo,Spain,Catalonia,Catalonia,none,3,"Catalunya, Northeast Spain, Spain"
6647,Tempranillo,Spain,Catalonia,Catalunya,none,8,"Catalunya, Northeast Spain, Spain"
6649,Tempranillo,Spain,Catalonia,Costers del Segre,none,4,"Catalunya, Northeast Spain, Spain"
6650,Tempranillo,Spain,Catalonia,PenedÃ¨s,none,13,"Catalunya, Northeast Spain, Spain"
6654,Tempranillo,Spain,Central Spain,Castilla La Mancha,none,2,"Castilla-La Mancha, Central Spain, Spain"
6655,Tempranillo,Spain,Central Spain,Extremadura,none,4,"Extremadura, Central Spain, Spain"
6656,Tempranillo,Spain,Central Spain,La Mancha,none,103,"Castilla-La Mancha, Central Spain, Spain"
6657,Tempranillo,Spain,Central Spain,Madrid,none,6,"Vinos de Madrid, Central Spain, Spain"
6658,Tempranillo,Spain,Central Spain,Ribera del Guadiana,none,14,"Extremadura, Central Spain, Spain"
6659,Tempranillo,Spain,Central Spain,Ribera del JÃºcar,none,4,"Castilla-La Mancha, Central Spain, Spain"
6660,Tempranillo,Spain,Central Spain,Tierra Manchuela,none,2,"Castilla-La Mancha, Central Spain, Spain"
6661,Tempranillo,Spain,Central Spain,Tierra de Castilla,none,9,"Castilla-La Mancha, Central Spain, Spain"
6662,Tempranillo,Spain,Central Spain,UclÃ©s,none,9,"Castilla-La Mancha, Central Spain, Spain"
6663,Tempranillo,Spain,Central Spain,ValdepeÃ±as,none,69,"Castilla-La Mancha, Central Spain, Spain"
6664,Tempranillo,Spain,Central Spain,Vino de la Tierra de Castilla,none,129,"Castilla-La Mancha, Central Spain, Spain"
6666,Tempranillo,Spain,Central Spain,Vinos de Madrid,none,3,"Vinos de Madrid, Central Spain, Spain"
6667,Tempranillo,Spain,Levante,Alicante,none,4,"Valencia, Northeast Spain, Spain"
6669,Tempranillo,Spain,Levante,Utiel-Requena,none,36,"Valencia, Northeast Spain, Spain"
6670,Tempranillo,Spain,Levante,Valencia,none,3,"Valencia, Northeast Spain, Spain"
6671,Tempranillo,Spain,Levante,Yecla,none,3,"Murcia, Northeast Spain, Spain"
6674,Tempranillo,Spain,Northern Spain,Campo de Borja,none,6,"Aragon, Northeast Spain, Spain"
6675,Tempranillo,Spain,Northern Spain,CariÃ±ena,none,16,"Aragon, Northeast Spain, Spain"
6676,Tempranillo,Spain,Northern Spain,Cigales,none,42,"Castilla and Leon, Northwest Spain, Spain"
6677,Tempranillo,Spain,Northern Spain,Navarra,none,44,"Navarra, Northeast Spain, Spain"
6678,Tempranillo,Spain,Northern Spain,Pago de ArÃ­nzano,none,4,"Navarra, Northeast Spain, Spain"
6679,Tempranillo,Spain,Northern Spain,Ribera del Duero,none,977,"Castilla and Leon, Northwest Spain, Spain"
6680,Tempranillo,Spain,Northern Spain,Rioja,none,1330,"La Rioja, Northeast Spain, Spain"
6681,Tempranillo,Spain,Northern Spain,Rueda,none,5,"Castilla and Leon, Northwest Spain, Spain"
6682,Tempranillo,Spain,Northern Spain,Somontano,none,2,"Aragon, Northeast Spain, Spain"
6683,Tempranillo,Spain,Northern Spain,Tierra del ViÃ±os de Zamora,none,7,"Castilla and Leon, Northwest Spain, Spain"
